Title,Title_URL,Image,textweb_textsc1cyx7780,Price,textweb_textsc1cyx77801,chipsc11o9f920,button_styledbuttonsc1py7swr0,Title1,Text,Author,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Field29,Field30,Field31,Field32,Field33,Field34,Field35,Field36,Field37,Field38,Field39,Field40,Field41,Field42,Field43,Field44,Field45,Field46,Field47,Field48,Field49,Field50
"Samsung 1.5 Ton 3 Star windfree inverter split AC, AR18CY3AMWK  (Wifi, HD filter, 100 Percent copper, 4 way swing, 2023 launch)",https://www.reliancedigital.in/samsung-1-5-ton-3-star-windfree-inverter-split-ac-ar18cy3amwk-wifi-hd-filter-100-percent-copper-4-way-swing-2023-launch-/p/581110396,https://www.reliancedigital.in/medias/Samsung-AR18CY3AMWK-Air-Conditioner-581110396-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjUyNnxpbWFnZS9qcGVnfGltYWdlcy9oNzkvaDlmLzk5NjgzMzMwOTQ5NDIuanBnfDgwODY1ZGFhMGIyOTE5NDkxNWU3YTdkYmEzM2I3M2Q1Mjc5NWFiOThhNmYxZGQ2Y2M1YmI2ODFhMGI3N2VjN2M,"39,990.00","64,990.00","38%(₹25,000)",OFFERS AVAILABLE, Wishlist,,"Samsung 1.5 Ton 3 Star AR18CY3AMWK Inverter Split AC, White",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Samsung 1.5 Ton 3 Star windfree inverter spli...), General Information, AC Operations, Split AC Operations, Power Details, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty,,,,,,,,
"Samsung 1.5 Ton 5 Star windfree inverter split AC, AR18CY5AMWK  (Wifi, HD filter, 100 Percent copper, 4 way swing, freeze wash, 2023 launch)",https://www.reliancedigital.in/samsung-1-5-ton-5-star-windfree-inverter-split-ac-ar18cy5amwk-wifi-hd-filter-100-percent-copper-4-way-swing-freeze-wash-2023-launch-/p/581110398,https://www.reliancedigital.in/medias/Samsung-AR18CY5AMWK-Air-Conditioner-581110398-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjYyMnxpbWFnZS9qcGVnfGltYWdlcy9oYmYvaDc4Lzk5NjgzMzY2OTk0MjIuanBnfDIzZWQxN2E3MWYzYjk1ZjdjYjk3MmEwMWVlNGM2NDJhOGVmYzI0MjA2MGFmOGVmZmExNzgxNDRkNjViNzRiZWI,"48,990.00","75,990.00","36%(₹27,000)",OFFERS AVAILABLE, Wishlist,,"Samsung 1.5 Ton 5 Star AR18CY5AMWK Inverter Split AC, White",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Samsung 1.5 Ton 5 Star windfree inverter spli...), General Information, AC Operations, Split AC Operations, Power Details, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty,,,,,,,,
"SAMSUNG 1.5 Ton 3 Star windfree inverter split AC, AR18CY3AAGC ( HD filter, 100 Percent copper, 4 way swing, 2023 launch)",https://www.reliancedigital.in/samsung-1-5-ton-3-star-windfree-inverter-split-ac-ar18cy3aagc-hd-filter-100-percent-copper-4-way-swing-2023-launch-/p/581110399,https://www.reliancedigital.in/medias/Samsung-AR18CY3AAGC-Air-Conditioner-581110399-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjY4NHxpbWFnZS9qcGVnfGltYWdlcy9oZDcvaDdhLzk5NjgzMzg2NjU1MDIuanBnfDM3NGM1NjM5NDUzMDY2YjgwNDc5NmJhYTg4YjkwMTgzNzJjYjlhYWRlODg2YWEyYTljYjMxN2VlNzBmODIzOGI,"40,490.00","62,990.00","36%(₹22,500)",OFFERS AVAILABLE, Wishlist,,"Cool more, sleep more 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Stay comfortably cool 
WindFree Cooling 
Stay comfortable cool with WindFree Cooling. It gently and quietly disperses air through 23,000 micro air holes, so there is no unpleasant feeling of cold wind on your skin. Its advanced airflow also cools a wider and larger area more evenly. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Enjoy a good night’s sleep & save energy 
WindFree Good Sleep 
Get a really good night’s sleep every night. The WindFree Good Sleep mode creates the ideal climate for sleeping – without an unpleasant cold air flow. Its temperature control with WindFree cooling helps you fall asleep fast, sleep deeply and comfortably and wake up feeling fully refreshed 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Cools you faster 
Fast Cooling 
Cool rooms quickly from corner to corner, so feel comfortable wherever you are. Digital Inverter technology cools the air 43% faster. Its advanced design also has a 15% larger fan, 18% wider inlet and a 31% wider blade. So cool air is dispersed farther and wider, reaching up to 15 meters. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Easy to clean, removes airborne bacteria 
Copper Anti-bacterial Filter 
Keep the air conditioner working efficiently with less effort. The Copper Anti-bacterial Filter is located outside, on the top, so it can easily be removed and cleaned. Its dense mesh keeps the Heat Exchanger clean and The copper material contained in the yarn helps reduceup to 99% harmful bacteria 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Automatically stays fresh and hygienic 
3-step Auto Clean 
Keep the inside of the air conditioner hygienic by doing nothing! After it’s been working, the Auto Clean function automatically dries the Heat Exchanger using a 3-step process. It removes moisture by blowing air for between 10 to 30 minutes. So it prevents the buildup of bacteria and odors. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Effortlessly optimize energy efficiency 
5-step Convertible Cooling 
Save energy, but still stay cool. The 5-step Convertible Cooling lets you adjust the compressor operation in 5 steps, from 40% to 120%, to suit your changing cooling needs, using the minimal amount of energy. You can also use it to reduce your daily energy consumption whenever you want. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Prevents corrosion, optimizes performance 
Durafin Ultra 
Safeguard the Heat Exchanger from damaging corrosion. The Durafin Ultra has an anti-corrosive layer and a hydrophilic layer that protect the Heat Exchanger from rust. Its superb corrosion-resistance was proven in a Salt Spray Test (SST). 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Corrosion-resistant for added durability 
Coated Copper Tube 
Enjoy a longer-lasting performance and save money. The Heat Exchanger’s coated copper tubes have 7.5x better corrosion resistance, protecting it against harmful environmental conditions, like dust and pollutants. It extends the lifespan, improves reliability and reduces maintenance costs. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Long-lasting protection, optimal cooling 
Triple Protector Plus 
Enjoy a long-lasting performance in challenging environments. Triple Protector Plus technology prevents damage from power surges and fluctuating electrical currents, without a separate voltage stabilizer. Its anti-corrosion coating also protects the condenser and cabinet in harsh conditions. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Eco-friendly cooling – zero ozone impact 
R32 Refrigerant 
Protect the planet by reducing the impact of climate change. The air conditioner uses the next generation R32 refrigerant, which helps conserve the ozone layer and has a low impact on global warming compared to conventional R22 or R410A refrigerants. So it’s much more environmentally friendly. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Enjoy an even temperature across a room 
4-way Swing 
Create a comfortable environment with an even temperature in every corner of a room. The 4-way Swing function lets you remotely control the air direction or automatically expels air in every direction. As well as the auto up-down swing function it also has an auto left-right swing function. 

 
* This Samsung AR18CY3AAGC Air Conditioner image is for illustration purpose only. Actual image may vary.",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (SAMSUNG 1.5 Ton 3 Star windfree inverter spli...), General Information, AC Operations, Split AC Operations, Power Details, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty,,,,,,,,
"Lloyd 2 Ton 3 star 5 in 1 Convertible Inverter split AC GLS24I3FWSEV (PM 2.5 Filter, 4 way swing, Cools at 52 degree C, 100 percent copper, wifi ready, Turbo Cool, Golden Fin Evaporator, , 2023 launch)",https://www.reliancedigital.in/lloyd-2-ton-3-star-5-in-1-convertible-inverter-split-ac-gls24i3fwsev-pm-2-5-filter-4-way-swing-cools-at-52-degree-c-100-percent-copper-wifi-ready-turbo-cool-golden-fin-evaporator-2023-launch-/p/581027121,https://www.reliancedigital.in/medias/Lloyd-GLS24I3FWSEV-Airr-Conditioners-581027121-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDIyOHxpbWFnZS9qcGVnfGltYWdlcy9oYjIvaGI1Lzk5NzQxNzA2ODEzNzQuanBnfDQ3MGZlMTI1NDJmODQ2M2NlYjkwZmE0MzM2OGFlYzMwYzhmODQ5MGZkNWVkZjQyN2E4ZGI1N2EyMDYxMzFkNDI,"50,990.00","77,990.00","35%(₹27,000)",OFFERS AVAILABLE, Wishlist,,"







* This LLOYD GLS24I3FWSEV Air Conditioner image is for illustration purpose only. Actual image may vary.",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Lloyd 2 Ton 3 star 5 in 1 Convertible Inverte...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,,,,
"Lloyd 1.5 Ton 3 star 5 in 1 Convertible Hot & Cold split AC GLS18H3FWRHC(4 way swing, Cools at 52 degree C , 100 percent copper, wifi ready, Turbo Cool , Golden Fin Evaporator, 2023 launch)",https://www.reliancedigital.in/lloyd-1-5-ton-3-star-5-in-1-convertible-hot-cold-split-ac-gls18h3fwrhc-4-way-swing-cools-at-52-degree-c-100-percent-copper-wifi-ready-turbo-cool-golden-fin-evaporator-2023-launch-/p/581110292,https://www.reliancedigital.in/medias/Lloyd-GLS18H3FWRHC-Airr-Conditioners-581110292-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTg1MnxpbWFnZS9qcGVnfGltYWdlcy9oZWQvaDVhLzk5NzQxNzE5OTIwOTQuanBnfDhjMGNiZjVkMTI5MjRiYTg4ZmU1YmRmZTU3MGZiODI0YTQ0Yzg4ZWUyNjMzOWJhNWE2NDY3MDZiM2JiNzcxYWI,"38,990.00","64,990.00","40%(₹26,000)",OFFERS AVAILABLE, Wishlist,,"
* This LLOYD GLS18H3FWRHC Air Conditioner image is for illustration purpose only. Actual image may vary.


",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Lloyd 1.5 Ton 3 star 5 in 1 Convertible Hot &...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,,,,
"Lloyd 2 Ton 3 star 5 in 1 Convertible Hot & Cold split AC GLS24H3FWRHC(4 way swing, Cools at 52 degree C , 100 percent copper, wifi ready, Turbo Cool , Golden Fin Evaporator, 2023 launch)",https://www.reliancedigital.in/lloyd-2-ton-3-star-5-in-1-convertible-hot-cold-split-ac-gls24h3fwrhc-4-way-swing-cools-at-52-degree-c-100-percent-copper-wifi-ready-turbo-cool-golden-fin-evaporator-2023-launch-/p/581110295,https://www.reliancedigital.in/medias/Lloyd-GLS24H3FWRHC-Airr-Conditioners-581110295-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTkyNXxpbWFnZS9qcGVnfGltYWdlcy9oZWMvaGE2Lzk5NzQxNzIzMTk3NzQuanBnfDkzMTk4MGMxNzNmNTlhZmZjYzcxNWVjMDQ4YmQ2NzA2YWFkNjczNGEwZTY4ZWQ0ZDQwZGJiZjM3MWEyOWZkY2Y,"52,990.00","80,990.00","35%(₹28,000)",OFFERS AVAILABLE, Wishlist,,"







* This LLOYD GLS24H3FWRHC Air Conditioner image is for illustration purpose only. Actual image may vary.",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Lloyd 2 Ton 3 star 5 in 1 Convertible Hot & C...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,,,,
"BLUESTAR 1 Ton 3 Star 5 in 1 convertible Inverter Split AC -IC312MNU (100 Percent copper, Cooling Mode, Turbo Cool, Comfort sleep, 2023 launch)",https://www.reliancedigital.in/bluestar-1-ton-3-star-5-in-1-convertible-inverter-split-ac--ic312mnu-100-percent-copper-cooling-mode-turbo-cool-comfort-sleep-2023-launch-/p/581110329,https://www.reliancedigital.in/medias/BLUESTAR-IC312MNU-Split-Air-conditioner-581110329-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTE4OHxpbWFnZS9qcGVnfGltYWdlcy9oMWMvaDY0Lzk5NjUzNTg0MTU5MDIuanBnfDAzODQwNGYxOGMyZWI5YmQ1YWI2MTQ1ZGNmNTQ3NzY3NTI2NTNhYjJiMDNmZDM0MzkwNzc1ZGEyNGMyYzIyM2Y,"35,990.00","51,750.00","30%(₹15,760)",OFFERS AVAILABLE, Wishlist,,"Bluestar Inverter Split AC 1.0 Ton 3 Star M Series-IC312MNU (4 in 1 Convertible Cooling Mode, 100% Copper, Comfort Sleep)",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (BLUESTAR 1 Ton 3 Star 5 in 1 convertible Inve...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,,,,
"Panasonic 2T 3 Star Wi-Fi Hot & Cold inverter split AC, KZ24ZKYF (7-in-1 convertible, MirAie function (Wi-Fi), R32, Jet stream, 2023 launch)",https://www.reliancedigital.in/panasonic-2t-3-star-wi-fi-hot-cold-inverter-split-ac-kz24zkyf-7-in-1-convertible-miraie-function-wi-fi-r32-jet-stream-2023-launch-/p/581110380,https://www.reliancedigital.in/medias/Panasonic-CS-CU-KZ24ZKYF-Air-Conditioner-581110380-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzgyNnxpbWFnZS9qcGVnfGltYWdlcy9oYTgvaDU0Lzk5NjU5NjQ2MjM5MDIuanBnfDk0NTY1MTU4NjEyZTU0ZDhmZjJkMzg4YzVhNzBiZDlhZTIyMDBmYmIzM2M0NmE4NDEwZDEzNTkzZTZmMDViNmE,"61,990.00","76,900.00","19%(₹14,910)",OFFERS AVAILABLE, Wishlist,,"Panasonic 2T 3 Star Wi-Fi Hot & Cold inverter split AC, KZ24ZKYF (7-in-1 convertible, MirAie function (Wi-Fi), R32, Jet stream, 2023 launch)",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Panasonic 2T 3 Star Wi-Fi Hot & Cold inverter...), General Information, AC Operations, Split AC Operations, Power Details, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty,,,,,,,,
"Bluestar 1.5 Ton 5 Star 5 in 1 Convertible Inverter Split AC, IC518RNU (100 percent Copper, Smart Ready, Blue Fins Protection, Comfort Sleep, 2023 Launch)",https://www.reliancedigital.in/bluestar-1-5-ton-5-star-5-in-1-convertible-inverter-split-ac-ic518rnu-100-percent-copper-smart-ready-blue-fins-protection-comfort-sleep-2023-launch-/p/581110409,https://www.reliancedigital.in/medias/Bluestar-IC518RNU-Air-Conditioner-581110409-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzI2NnxpbWFnZS9qcGVnfGltYWdlcy9oMDMvaGM1Lzk5NjgzMjI2MDkxODIuanBnfGYyZDlhMzMyNTFlODg4NzBmYWU4NmQ3NTMzZWQ3N2ZiMmU3YWUxYTQ0MzAzZGU3MWQyMThjMDVjZTg0Y2Q0ZTk,"49,990.00","73,250.00","32%(₹23,260)",OFFERS AVAILABLE, Wishlist,,"Turbo Cool

Pre-set mode to instantly cool the room during extreme summers.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




5-In-1 Convertible

Unique 5-in-1 cooling mode to run your AC at 5 different capacities as per the desired comfort. It comes in combination of 2 buttons in the remote.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Smart Ready

The AC is ready to be operated* using Blue Star's Smart App and through Voice Command using Amazon Alexa or Google Home *To operate through Smart App or Voice Command, a user has to pay an additional charge to convert the AC into Smart AC completely.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Energy Saver

The Eco mode helps save on your electricity bills, while giving you comfortable cooling experience.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Stabliser-Free Operation

Wide voltage range design ensures protection against unpredictable surges or fluctuations in voltage thus safeguarding the AC. (160V~285V)


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Comfort Sleep

Intelligently adjusts the AC's operation providing the right cooling comfort and ensuring comfortable sleep.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




100% Copper

Blue Star AC's condenser coil, evaporator coil, and connecting tubes are made of 100% copper, thereby ensuring reliable cooling performance and enhanced durability.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Anti Corrosive Blue Fins For Protection

Protects the condenser and evaporator coils from corrosion and leakage due to harsh climate, rainwater, salty air, and humidity. Enhances the efficiency and long life of the AC.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Quiet Performance

A specially designed acoustic jacket that eliminates noise and vibrations, making AC operation quieter.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.


",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Bluestar 1.5 Ton 5 Star 5 in 1 Convertible In...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, In The Box & Warranty, Manufacturing & Packing Information,,,,,,,,,
"Bluestar 1 Ton 5 Star 5 in 1 Convertible Inverter Split AC, IC512RNU (100 Percent Copper, Smart Ready, Blue Fins Protection, Comfort Sleep, 2023 Launch)",https://www.reliancedigital.in/bluestar-1-ton-5-star-5-in-1-convertible-inverter-split-ac-ic512rnu-100-percent-copper-smart-ready-blue-fins-protection-comfort-sleep-2023-launch-/p/581110410,https://www.reliancedigital.in/medias/Bluestar-IC512RNU-Air-Conditioner-581110410-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzI3MnxpbWFnZS9qcGVnfGltYWdlcy9oZmIvaDZmLzk5NjgzMjM1OTIyMjIuanBnfDEzYzYxYWJiNDVhMzc1MjNjYWYyYmVmODA1NjhhNjZhZWVhMjAxY2JmN2MxNjllMDVmMDc5OTRlODAwNjRhODQ,"37,990.00","62,000.00","39%(₹24,010)",OFFERS AVAILABLE, Wishlist,,"Turbo Cool

Pre-set mode to instantly cool the room during extreme summers.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




5-In-1 Convertible

Unique 5-in-1 cooling mode to run your AC at 5 different capacities as per the desired comfort. It comes in combination of 2 buttons in the remote.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Smart Ready

The AC is ready to be operated* using Blue Star's Smart App and through Voice Command using Amazon Alexa or Google Home *To operate through Smart App or Voice Command, a user has to pay an additional charge to convert the AC into Smart AC completely.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Energy Saver

The Eco mode helps save on your electricity bills, while giving you comfortable cooling experience.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Stabliser-Free Operation

Wide voltage range design ensures protection against unpredictable surges or fluctuations in voltage thus safeguarding the AC. (160V~285V)


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Comfort Sleep

Intelligently adjusts the AC's operation providing the right cooling comfort and ensuring comfortable sleep.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




100% Copper

Blue Star AC's condenser coil, evaporator coil, and connecting tubes are made of 100% copper, thereby ensuring reliable cooling performance and enhanced durability.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Anti Corrosive Blue Fins For Protection

Protects the condenser and evaporator coils from corrosion and leakage due to harsh climate, rainwater, salty air, and humidity. Enhances the efficiency and long life of the AC.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.




Quiet Performance

A specially designed acoustic jacket that eliminates noise and vibrations, making AC operation quieter.


* This Samsung Earbuds image is for illustration purpose only. Actual image may vary.


",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Bluestar 1 Ton 5 Star 5 in 1 Convertible Inve...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, In The Box & Warranty, Manufacturing & Packing Information,,,,,,,,,
"SAMSUNG 1.5 Ton 5 Star windfree inverter split AC, AR18CY5AAGC ( HD filter, 100 Percent copper, 4 way swing, 2023 launch)",https://www.reliancedigital.in/samsung-1-5-ton-5-star-windfree-inverter-split-ac-ar18cy5aagc-hd-filter-100-percent-copper-4-way-swing-2023-launch-/p/581110400,https://www.reliancedigital.in/medias/Samsung-AR18CY5AAGC-Air-Conditioner-581110400-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjY2NHxpbWFnZS9qcGVnfGltYWdlcy9oMWQvaDNlLzk5NjgzMzcwMjcxMDIuanBnfDJjNzVmM2JjOTAwYTEzM2M1N2YxYTI5NmJhYmY1NDQ5MzE4ZDNhOTI2NjgyOWU0ZDU4MDIwYTZkOGMyMTRmZjc,"47,990.00","75,990.00","37%(₹28,000)",OFFERS AVAILABLE, Wishlist,,"Cool more, sleep more 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Stay comfortably cool 
WindFree Cooling 
Stay comfortable cool with WindFree Cooling. It gently and quietly disperses air through 23,000 micro air holes, so there is no unpleasant feeling of cold wind on your skin. Its advanced airflow also cools a wider and larger area more evenly. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Wash outdirt & dust inside with a press 
Freeze Wash 
Maintain the optimum performance with the push of a button. Freeze Wash quickly freezes the Heat Exchanger and then defrosts the ice. So it is washed in water, which washes away dirt and 90% of microorganisms. Finally, it dries up any moisture left. And it alerts you when it is time for a clean. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Enjoy a good night’s sleep & save energy 
WindFree Good Sleep 
Get a really good night’s sleep every night. The WindFree Good Sleep mode creates the ideal climate for sleeping – without an unpleasant cold air flow. Its temperature control with WindFree cooling helps you fall asleep fast, sleep deeply and comfortably and wake up feeling fully refreshed 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Cools you faster 
Fast Cooling 
Cool rooms quickly from corner to corner, so feel comfortable wherever you are. Digital Inverter technology cools the air 43% faster. Its advanced design also has a 15% larger fan, 18% wider inlet and a 31% wider blade. So cool air is dispersed farther and wider, reaching up to 15 meters. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Easy to clean, removes airborne bacteria 
Copper Anti-bacterial Filter 
Keep the air conditioner working efficiently with less effort. The Copper Anti-bacterial Filter is located outside, on the top, so it can easily be removed and cleaned. Its dense mesh keeps the Heat Exchanger clean and The copper material contained in the yarn helps reduceup to 99% harmful bacteria 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Automatically stays fresh and hygienic 
3-step Auto Clean 
Keep the inside of the air conditioner hygienic by doing nothing! After it’s been working, the Auto Clean function automatically dries the Heat Exchanger using a 3-step process. It removes moisture by blowing air for between 10 to 30 minutes. So it prevents the buildup of bacteria and odors. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Effortlessly optimize energy efficiency 
5-step Convertible Cooling 
Save energy, but still stay cool. The 5-step Convertible Cooling lets you adjust the compressor operation in 5 steps, from 40% to 120%, to suit your changing cooling needs, using the minimal amount of energy. You can also use it to reduce your daily energy consumption whenever you want. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Prevents corrosion, optimizes performance 
Durafin Ultra 
Safeguard the Heat Exchanger from damaging corrosion. The Durafin Ultra has an anti-corrosive layer and a hydrophilic layer that protect the Heat Exchanger from rust. Its superb corrosion-resistance was proven in a Salt Spray Test (SST). 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Corrosion-resistant for added durability 
Coated Copper Tube 
Enjoy a longer-lasting performance and save money. The Heat Exchanger’s coated copper tubes have 7.5x better corrosion resistance, protecting it against harmful environmental conditions, like dust and pollutants. It extends the lifespan, improves reliability and reduces maintenance costs. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Long-lasting protection, optimal cooling 
Triple Protector Plus 
Enjoy a long-lasting performance in challenging environments. Triple Protector Plus technology prevents damage from power surges and fluctuating electrical currents, without a separate voltage stabilizer. Its anti-corrosion coating also protects the condenser and cabinet in harsh conditions. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 


Eco-friendly cooling – zero ozone impact 
R32 Refrigerant 
Protect the planet by reducing the impact of climate change. The air conditioner uses the next generation R32 refrigerant, which helps conserve the ozone layer and has a low impact on global warming compared to conventional R22 or R410A refrigerants. So it’s much more environmentally friendly. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary. 

Enjoy an even temperature across a room 
4-way Swing 
Create a comfortable environment with an even temperature in every corner of a room. The 4-way Swing function lets you remotely control the air direction or automatically expels air in every direction. As well as the auto up-down swing function it also has an auto left-right swing function. 

 
* This Samsung AR18CY5AAGC Air Conditioner image is for illustration purpose only. Actual image may vary.",,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (SAMSUNG 1.5 Ton 5 Star windfree inverter spli...), General Information, AC Operations, Split AC Operations, Power Details, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty,,,,,,,,
